1493740000000.0,PC6771,-0.0035,0.0007,0.0028
1493740000000.0,PC6771,-0.0006,-0.0009,-0.0011
1493740000000.0,PC6771,-0.0007,-0.0012,0.0028
1493740000000.0,PC6771,-0.0025,0.0011,0.0018
1493740000000.0,PC6771,-0.0021,0.0,0.0024
1493740000000.0,PC6771,0.0,-0.0001,-0.0015
1493740000000.0,PC6771,-0.0006,0.0005,0.0028
1493740000000.0,PC6771,-0.0013,-0.0009,0.0002
1493740000000.0,PC6771,-0.0033,-0.0001,-0.0004
1493740000000.0,PC6771,-0.0028,0.0023,0.0008
1493740000000.0,PC6771,0.0002,-0.0002,0.0001
1493740000000.0,PC6771,-0.0028,-0.0014,0.0006
1493740000000.0,PC6771,-0.0017,0.0002,0.0024
1493740000000.0,PC6771,-0.0014,-0.0022,0.0012
1493740000000.0,PC6771,-0.0026,0.0007,0.003
1493740000000.0,PC6771,-0.0014,-0.0002,0.0007
1493740000000.0,PC6771,-0.0036,-0.0008,0.004
1493740000000.0,PC6771,-0.0023,-0.0016,0.0056
1493740000000.0,PC6771,0.0022,0.0001,-0.0068
1493740000000.0,PC6771,-0.0037,-0.0026,0.0041
1493740000000.0,PC6771,0.001,0.0001,-0.0012
1493740000000.0,PC6771,0.0002,-0.001,-0.0016
1493740000000.0,PC6771,-0.0056,-0.0007,0.0047
1493740000000.0,PC6771,-0.0009,-0.0006,-0.0028
1493740000000.0,PC6771,-0.0032,0.002,0.0049
1493740000000.0,PC6771,-0.004,-0.0006,0.0067
1493740000000.0,PC6771,0.0012,-0.0009,-0.0034
1493740000000.0,PC6771,-0.0021,-0.0012,0.0021
1493740000000.0,PC6771,-0.0024,0.0001,0.0003
1493740000000.0,PC6771,0.0022,0.0022,-0.0013
1493740000000.0,PC6771,-0.0035,-0.0002,0.004
1493740000000.0,PC6771,-0.0024,-0.0001,0.002
1493740000000.0,PC6771,-0.0015,-0.0003,-0.0013
1493740000000.0,PC6771,-0.003,-0.0014,0.003
1493740000000.0,PC6771,0.0018,0.0011,-0.0004
1493740000000.0,PC6771,-0.001,0.0,0.0021
1493740000000.0,PC6771,-0.0032,-0.0003,0.0017
1493740000000.0,PC6771,-0.0013,0.0016,0.0001
1493740000000.0,PC6771,-0.0016,0.0002,0.0025
1493740000000.0,PC6771,-0.0012,-0.0002,0.0015
1493740000000.0,PC6771,-0.0019,-0.0009,0.0002
1493740000000.0,PC6771,-0.0032,-0.0011,0.0018
1493740000000.0,PC6771,-0.0018,0.0011,0.0004
1493740000000.0,PC6771,-0.0011,-0.0014,0.0006
1493740000000.0,PC6771,-0.0021,0.0002,0.0034
1493740000000.0,PC6771,-0.0006,-0.0008,0.0018
1493740000000.0,PC6771,-0.0009,0.0002,0.0002
1493740000000.0,PC6771,-0.0016,-0.0003,0.0044
1493740000000.0,PC6771,0.0006,-0.0006,-0.0049
1493740000000.0,PC6771,-0.0027,0.0016,0.0028
1493740000000.0,PC6771,-0.0019,0.0007,0.0014
1493740000000.0,PC6771,0.0004,0.0015,-0.0022
1493740000000.0,PC6771,-0.0039,-0.0001,0.0055
1493740000000.0,PC6771,-0.0014,0.0025,0.001
1493740000000.0,PC6771,-0.0019,-0.001,0.0019
1493740000000.0,PC6771,-0.002,-0.0002,0.0032
1493740000000.0,PC6771,-0.0011,-0.0015,0.001
1493740000000.0,PC6771,-0.0041,0.0,0.0009
1493740000000.0,PC6771,-0.003,0.0008,0.0009
1493740000000.0,PC6771,-0.0005,0.0001,-0.0007
1493740000000.0,PC6771,-0.0028,0.0005,0.0026
1493740000000.0,PC6771,-0.0016,0.0014,0.0007
1493740000000.0,PC6771,0.0009,-0.0016,0.0006
1493740000000.0,PC6771,-0.002,0.0004,0.002
1493740000000.0,PC6771,0.0007,-0.0001,-0.0005
1493740000000.0,PC6771,-0.0016,0.0003,0.0003
1493740000000.0,PC6771,-0.0016,-0.0004,0.0027
1493740000000.0,PC6771,-0.0008,-0.0013,-0.0006
1493740000000.0,PC6771,-0.0032,0.0024,0.0024
1493740000000.0,PC6771,-0.0017,-0.0002,0.0027
1493740000000.0,PC6771,-0.0007,0.0008,-0.0004
1493740000000.0,PC6771,-0.0017,-0.0001,0.0027
1493740000000.0,PC6771,-0.001,-0.0006,0.0037
1493740000000.0,PC6771,-0.0009,0.0003,-0.0006
1493740000000.0,PC6771,-0.0033,0.0,0.0034
1493740000000.0,PC6771,0.0008,0.0004,0.0013
1493740000000.0,PC6771,-0.0032,-0.0004,0.0017
1493740000000.0,PC6771,-0.0029,-0.0014,0.0027
1493740000000.0,PC6771,-0.0009,-0.0013,0.0003
1493740000000.0,PC6771,-0.0022,-0.0011,0.0017
1493740000000.0,PC6771,-0.0032,-0.0004,-0.0008
1493740000000.0,PC6771,-0.0007,0.0012,0.0017
1493740000000.0,PC6771,-0.0007,-0.0005,0.0021
1493740000000.0,PC6771,-0.0003,0.0005,0.0017
1493740000000.0,PC6771,-0.0002,-0.0021,-0.0007
1493740000000.0,PC6771,-0.0007,-0.0004,0.0032
1493740000000.0,PC6771,0.0001,-0.0002,-0.0003
1493740000000.0,PC6771,-0.0033,0.0007,0.0016
1493740000000.0,PC6771,-0.0015,-0.0006,0.0015
1493740000000.0,PC6771,0.0,-0.0009,0.0019
1493740000000.0,PC6771,-0.0021,0.0003,0.0015
1493740000000.0,PC6771,-0.0013,-0.0003,0.0002
1493740000000.0,PC6771,-0.0005,-0.0011,-0.0001
1493740000000.0,PC6771,-0.0007,0.0003,0.0028
1493740000000.0,PC6771,-0.0036,-0.0008,0.0026
1493740000000.0,PC6771,-0.0039,0.0009,0.0004
1493740000000.0,PC6771,-0.001,0.0012,0.0017
1493740000000.0,PC6771,-0.0001,0.0,0.0006
1493740000000.0,PC6771,-0.0008,-0.0008,0.0007
1493740000000.0,PC6771,-0.0012,0.0006,0.0016
1493740000000.0,PC6771,-0.0011,-0.0011,0.0005
1493740000000.0,PC6771,-0.0024,0.0014,0.0004
1493740000000.0,PC6771,-0.0011,0.0006,0.0023
1493740000000.0,PC6771,-0.0013,0.0003,0.0027
1493740000000.0,PC6771,-0.0022,-0.0004,0.0025
1493740000000.0,PC6771,0.0001,0.0014,0.0006
1493740000000.0,PC6771,-0.0019,-0.0005,0.0027
1493740000000.0,PC6771,-0.0016,0.0003,0.0002
1493740000000.0,PC6771,0.0005,0.0012,0.0002
1493740000000.0,PC6771,0.0001,0.0018,-0.0006
1493740000000.0,PC6771,-0.0023,0.0,0.0014
1493740000000.0,PC6771,-0.0011,-0.0015,0.0012
1493740000000.0,PC6771,-0.0015,0.0016,0.0009
1493740000000.0,PC6771,-0.0018,0.001,0.0006
1493740000000.0,PC6771,-0.0023,-0.0002,0.0013
1493740000000.0,PC6771,-0.0015,-0.0005,0.0032
1493740000000.0,PC6771,-0.001,0.0013,0.0013
1493740000000.0,PC6771,-0.0029,-0.0002,0.0021
1493740000000.0,PC6771,0.0008,-0.0005,0.0009
1493740000000.0,PC6771,-0.0037,0.0015,0.0022
1493740000000.0,PC6771,0.0003,-0.001,-0.0006
1493740000000.0,PC6771,-0.0008,0.0005,0.0027
1493740000000.0,PC6771,-0.0017,-0.0009,0.0036
1493740000000.0,PC6771,-0.0019,-0.0017,0.0014
1493740000000.0,PC6771,0.0005,0.0001,0.0004
1493740000000.0,PC6771,-0.0034,0.0012,-0.0004
1493740000000.0,PC6771,-0.0031,0.0002,0.0005
1493740000000.0,PC6771,-0.0029,-0.0003,0.001
1493740000000.0,PC6771,-0.0036,-0.001,-0.0006
1493740000000.0,PC6771,-0.0006,0.0006,0.0006
1493740000000.0,PC6771,-0.0001,0.0003,0.0022
1493740000000.0,PC6771,-0.0002,0.0003,0.0022
1493740000000.0,PC6771,-0.0027,-0.0008,0.0002
1493740000000.0,PC6771,-0.0034,-0.0008,0.0009
1493740000000.0,PC6771,-0.0024,-0.0011,-0.0004
1493740000000.0,PC6771,0.0002,-0.0001,0.0001
1493740000000.0,PC6771,-0.0009,-0.0001,0.0011
1493740000000.0,PC6771,-0.0026,-0.0012,0.0006
1493740000000.0,PC6771,-0.002,-0.0006,0.0013
1493740000000.0,PC6771,-0.0031,-0.0013,0.0013
1493740000000.0,PC6771,-0.0016,-0.0006,0.0014
1493740000000.0,PC6771,-0.0002,0.0006,0.0007
1493740000000.0,PC6771,-0.0007,0.0006,0.0001
1493740000000.0,PC6771,0.0006,-0.0002,0.0017
1493740000000.0,PC6771,0.0003,0.0005,0.0031
1493740000000.0,PC6771,-0.0013,-0.0006,0.0021
1493740000000.0,PC6771,0.0005,-0.0019,-0.0009
1493740000000.0,PC6771,-0.0018,0.0,0.0021
1493740000000.0,PC6771,-0.0007,-0.0003,0.0005
1493740000000.0,PC6771,0.0001,-0.0013,0.0007
1493740000000.0,PC6771,-0.0003,0.0005,0.0
1493740000000.0,PC6771,-0.0021,-0.0004,0.0025
1493740000000.0,PC6771,-0.0016,-0.0013,0.0015
1493740000000.0,PC6771,-0.0003,-0.0002,0.0018
1493740000000.0,PC6771,-0.0009,-0.0002,-0.001
1493740000000.0,PC6771,0.0004,-0.0008,0.0013
1493740000000.0,PC6771,-0.0017,-0.0008,0.0033
1493740000000.0,PC6771,-0.0021,-0.0013,0.0017
1493740000000.0,PC6771,-0.004,-0.0009,0.0051
1493740000000.0,PC6771,-0.0007,0.0009,-0.0015
1493740000000.0,PC6771,-0.0037,-0.0003,0.0013
1493740000000.0,PC6771,-0.0036,-0.0001,-0.001
1493740000000.0,PC6771,0.0015,-0.0011,-0.0019
1493740000000.0,PC6771,-0.0016,0.0006,0.0014
1493740000000.0,PC6771,-0.0018,0.0,-0.0004
1493740000000.0,PC6771,0.0004,0.0004,0.0019
1493740000000.0,PC6771,-0.0017,-0.0015,0.0004
1493740000000.0,PC6771,-0.0011,0.0005,0.0004
1493740000000.0,PC6771,-0.0034,-0.0001,-0.0007
1493740000000.0,PC6771,-0.0028,0.0,0.0017
1493740000000.0,PC6771,-0.0022,0.0009,0.0003
1493740000000.0,PC6771,-0.0048,-0.0002,0.0027
1493740000000.0,PC6771,0.0003,0.0004,0.0016
1493740000000.0,PC6771,0.0002,0.0003,-0.0029
1493740000000.0,PC6771,0.0009,0.0002,0.0014
1493740000000.0,PC6771,-0.0016,-0.0005,0.0009
1493740000000.0,PC6771,-0.0023,-0.0006,0.002
1493740000000.0,PC6771,-0.0011,0.0005,0.0001
1493740000000.0,PC6771,-0.0008,-0.0011,0.0013
1493740000000.0,PC6771,-0.0007,-0.0008,0.0005
1493740000000.0,PC6771,-0.001,0.0002,0.003
1493740000000.0,PC6771,0.0015,-0.001,-0.0006
1493740000000.0,PC6771,-0.0031,-0.0005,0.0018
1493740000000.0,PC6771,0.0002,0.0012,0.0016
1493740000000.0,PC6771,0.0002,-0.0009,-0.0008
1493740000000.0,PC6771,-0.0031,0.003,0.0037
1493740000000.0,PC6771,-0.0013,0.0014,0.0043
1493740000000.0,PC6771,0.0015,0.0002,-0.0071
1493740000000.0,PC6771,-0.006,-0.0014,0.0124
1493740000000.0,PC6771,0.0022,0.0025,-0.0072
1493740000000.0,PC6771,-0.0011,-0.0017,0.0002
1493740000000.0,PC6771,-0.0056,-0.0007,0.0043
1493740000000.0,PC6771,0.001,0.0024,-0.0064
1493740000000.0,PC6771,-0.0032,-0.0008,0.0065
1493740000000.0,PC6771,-0.0042,0.0018,0.003
1493740000000.0,PC6771,-0.0001,0.0001,-0.0039
1493740000000.0,PC6771,-0.0058,-0.0012,0.0057
1493740000000.0,PC6771,0.0016,-0.0005,-0.0021
1493740000000.0,PC6771,0.002,0.0003,-0.0056
1493740000000.0,PC6771,-0.0074,-0.0004,0.0066
1493740000000.0,PC6771,-0.0009,0.0005,-0.0007
1493740000000.0,PC6771,-0.0032,-0.0004,0.0018
1493740000000.0,PC6771,-0.0036,0.0002,0.0023
1493740000000.0,PC6771,0.0026,-0.0004,-0.0042
1493740000000.0,PC6771,-0.0019,0.0002,0.0058
1493740000000.0,PC6771,-0.0031,-0.0007,0.003
1493740000000.0,PC6771,-0.0012,0.0,-0.0007
1493740000000.0,PC6771,-0.0023,0.0012,0.0037
1493740000000.0,PC6771,0.0013,-0.0005,-0.0034
1493740000000.0,PC6771,0.0003,0.0002,-0.0035
1493740000000.0,PC6771,-0.0026,-0.0008,0.0038
1493740000000.0,PC6771,-0.001,-0.0005,-0.0021
1493740000000.0,PC6771,0.0,0.0004,0.002
1493740000000.0,PC6771,-0.0008,0.001,0.002
1493740000000.0,PC6771,-0.0004,-0.001,-0.0002
1493740000000.0,PC6771,-0.0013,-0.0005,0.0
1493740000000.0,PC6771,-0.0033,-0.0002,0.0031
1493740000000.0,PC6771,-0.0007,0.0003,-0.0011
1493740000000.0,PC6771,-0.0025,0.0004,0.0032
1493740000000.0,PC6771,0.0002,0.0002,0.0026
1493740000000.0,PC6771,-0.002,-0.0004,0.0002
1493740000000.0,PC6771,-0.0016,0.0008,0.0013
1493740000000.0,PC6771,0.0008,0.0001,-0.0006
1493740000000.0,PC6771,0.0007,0.0001,0.0004
1493740000000.0,PC6771,-0.002,-0.0006,0.0012
1493740000000.0,PC6771,-0.002,-0.0008,0.0005
1493740000000.0,PC6771,-0.0014,0.0002,0.0037
